id,Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price
1718,Hyundai Grand i10,2018,39525,2,PETROL,HR-13,Manual,HatchBack,453000
1719,Renault Kwid,2022,6624,1,PETROL,DL-12,Manual,HatchBack,509000
1720,Renault TRIBER,2020,21801,1,PETROL,TN-40,Automatic,SUV,752000
1721,Maruti Alto 800,2013,13626,2,CNG,MH-04,Manual,HatchBack,280000
1722,Hyundai i10,2015,77569,1,PETROL,KA-41,Manual,HatchBack,393000
1723,Maruti S PRESSO,2020,53587,2,CNG,MH-05,Manual,HatchBack,451000
1724,Maruti Swift,2018,49578,1,PETROL,KA-41,Automatic,HatchBack,711000
1725,Hyundai AURA,2021,41428,1,PETROL,KA-02,Automatic,Sedan,834000
1726,Maruti Ritz,2010,72199,2,PETROL,DL-2C,Manual,HatchBack,160000
1727,Maruti S PRESSO,2019,89221,1,CNG,DL-11,Manual,HatchBack,341000
1728,Maruti Swift,2017,96391,1,DIESEL,TS-07,Manual,HatchBack,601000
1729,Maruti Celerio,2017,30623,1,PETROL,TN-02,Automatic,HatchBack,494000
1730,Honda WR-V,2017,93767,2,DIESEL,MH-27,Manual,SUV,617000
1731,Maruti Baleno,2017,66609,1,PETROL,HR-26,Manual,HatchBack,549000
1732,Mahindra Thar,2021,9087,1,PETROL,GJ-01,Automatic,SUV,1585000
1733,Ford Ecosport,2019,84035,1,PETROL,DL-12,Manual,SUV,722000
1734,Maruti Ritz,2014,62031,1,PETROL,HR-26,Manual,HatchBack,298000
1735,Honda Amaze,2019,45245,1,PETROL,HR-51,Automatic,Sedan,685000
1736,Hyundai Grand i10,2015,28744,2,PETROL,MP-09,Manual,HatchBack,382000
1737,Honda City,2012,76739,2,CNG,GJ-26,Manual,Sedan,535000
1738,Honda Amaze,2014,93416,1,PETROL,DL-1C,Manual,Sedan,342000
1739,Hyundai i10,2014,54827,2,PETROL,MH-12,Manual,HatchBack,342000
1740,Hyundai GRAND I10 NIOS,2021,19693,1,CNG,UP-16,Manual,HatchBack,649000
1741,Hyundai Elite i20,2015,42000,2,PETROL,WB-06,Manual,HatchBack,393000
1742,Maruti Swift,2011,78858,1,PETROL,DL-8C,Manual,HatchBack,219000
1743,Maruti Wagon R 1.0,2013,94581,2,PETROL,TN-04,Manual,HatchBack,355000
1744,Honda Amaze,2022,25222,1,PETROL,TN-14,Manual,Sedan,848000
1745,Maruti Ciaz,2018,61960,2,PETROL,MH-08,Manual,Sedan,469000
1746,Maruti Wagon R 1.0,2011,71957,1,PETROL,MH-05,Manual,HatchBack,249000
1747,Hyundai VENUE,2019,39413,1,PETROL,GJ-38,Automatic,SUV,932000
1748,Maruti Ciaz,2016,24731,1,PETROL,MH-14,Automatic,Sedan,647000
1749,Maruti Swift,2018,46509,1,PETROL,KA-03,Automatic,HatchBack,676000
1750,Hyundai Grand i10,2017,52539,1,PETROL,MH-02,Automatic,HatchBack,516000
1751,Honda Amaze,2016,43803,1,PETROL,MH-12,Automatic,Sedan,873000
1752,Toyota Etios,2011,42508,1,PETROL,MH-12,Manual,Sedan,555000
1753,Maruti Swift,2014,73889,1,PETROL,TS-07,Manual,HatchBack,471000
1754,Maruti S Cross,2020,40687,1,PETROL,TS-02,Manual,SUV,990000
1755,Hyundai Eon,2013,84171,2,PETROL,AP-09,Manual,HatchBack,241000
1756,Ford Ecosport,2018,54937,2,DIESEL,WB-02,Manual,SUV,668000
1757,Maruti Swift,2016,80664,1,PETROL,UP-78,Manual,HatchBack,379000
1758,Honda Amaze,2016,72918,1,DIESEL,RJ-14,Automatic,Sedan,741000
1759,Hyundai Verna,2017,48612,1,DIESEL,MH-04,Manual,Sedan,1409000
1760,Honda Jazz,2017,59541,1,PETROL,MH-02,Automatic,HatchBack,588000
1761,Honda WR-V,2019,53439,1,DIESEL,DL-4C,Manual,SUV,608000
1762,Hyundai Verna,2016,58454,2,DIESEL,WB-02,Manual,Sedan,386000
1763,Maruti Swift,2019,57265,1,PETROL,KA-19,Manual,HatchBack,643000
1764,Honda Amaze,2016,51975,1,PETROL,HR-29,Manual,Sedan,464000
1765,Maruti Ertiga,2019,33340,1,PETROL,HR-36,Automatic,SUV,887000
1766,Hyundai Grand i10,2014,40940,2,PETROL,MH-16,Manual,HatchBack,438000
1767,Renault Duster,2020,95678,1,PETROL,KA-32,Manual,SUV,1056000
1768,Renault Kwid,2015,22677,1,PETROL,KA-05,Manual,HatchBack,345000
1769,Maruti Baleno,2020,22610,1,PETROL,UP-14,Manual,HatchBack,654000
1770,Hyundai i10,2016,70593,1,PETROL,RJ-14,Manual,HatchBack,345000
1771,Ford FREESTYLE,2018,59405,1,DIESEL,DL-10,Manual,SUV,502000
1772,Renault Duster,2016,56003,2,DIESEL,KA-01,Automatic,SUV,767000
1773,Honda Civic,2019,94786,2,DIESEL,MH-14,Manual,Sedan,1359000
1774,Hyundai New Elantra,2018,83195,2,PETROL,GJ-01,Automatic,Lux_sedan,1332000
1775,Volkswagen Vento,2016,116897,1,DIESEL,MH-47,Automatic,Sedan,629000
1776,Volkswagen Vento,2013,105210,1,PETROL,,Manual,Sedan,576000
1777,Maruti Ciaz,2019,110999,3,DIESEL,TN-19,Manual,Sedan,494000
1778,Maruti Swift,2016,52783,1,PETROL,TN-07,Manual,HatchBack,514000
1779,Maruti Celerio,2015,83408,1,CNG,MH-12,Manual,HatchBack,432000
1780,Hyundai Grand i10,2017,66442,1,PETROL,BR-31,Manual,HatchBack,383000
1781,Hyundai Grand i10,2015,60817,2,PETROL,TS-08,Manual,HatchBack,475000
1782,Datsun Redi Go,2017,32419,1,PETROL,TS-09,Manual,HatchBack,306000
1783,Maruti S PRESSO,2020,71274,1,CNG,MH-43,Manual,HatchBack,436000
1784,Maruti Baleno,2017,70528,1,PETROL,TN-14,Automatic,HatchBack,705000
1785,Maruti Celerio,2017,82305,1,CNG,MH-03,Manual,HatchBack,440000
1786,Hyundai Elite i20,2016,49441,1,PETROL,HR-26,Manual,HatchBack,556000
1787,Hyundai VENUE,2021,54210,1,DIESEL,MH-46,Manual,SUV,1022000
1788,Maruti Swift,2015,58131,1,PETROL,KA-05,Manual,HatchBack,553000
1789,Tata NEXON,2019,78651,1,DIESEL,HR-26,Manual,SUV,647000
1790,Hyundai NEW I20 N LINE,2021,17079,1,PETROL,UP-21,Automatic,HatchBack,1119000
1791,Maruti Baleno,2018,51413,2,PETROL,DL-12,Manual,HatchBack,506000
1792,Maruti Wagon R 1.0,2011,49855,2,CNG,DL-5C,Manual,HatchBack,230000
1793,Honda Amaze,2018,16206,2,PETROL,TN-02,Manual,Sedan,431000
1794,Maruti Ertiga,2013,84558,2,CNG,MH-43,Manual,SUV,585350
1795,Maruti Baleno,2016,48042,1,PETROL,MH-12,Automatic,HatchBack,642000
1796,Hyundai Grand i10,2015,61337,1,PETROL,WB-02,Manual,HatchBack,316000
1797,Honda Amaze,2015,97135,2,PETROL,DL-3C,Manual,Sedan,392000
1798,Maruti Swift,2018,56291,1,PETROL,HR-29,Manual,HatchBack,572000
1799,Honda Jazz,2017,58070,1,PETROL,MH-47,Automatic,HatchBack,605000
1800,Maruti S PRESSO,2020,38169,1,CNG,RJ-02,Manual,HatchBack,491000
1801,Maruti Wagon R 1.0,2012,58228,2,CNG,MH-04,Manual,HatchBack,308000
1802,Hyundai NEW SANTRO,2020,62948,1,PETROL,MH-10,Manual,HatchBack,436000
1803,Volkswagen Vento,2016,47680,1,PETROL,TN-02,Manual,Sedan,714000
1804,Skoda Rapid,2015,20630,1,PETROL,KA-53,Automatic,Sedan,1347000
1805,Maruti Vitara Brezza,2019,45739,1,DIESEL,HR-87,Automatic,SUV,783800
1806,Hyundai Elite i20,2016,40841,1,PETROL,TS-10,Manual,HatchBack,699000
1807,Maruti Swift,2012,79695,1,PETROL,HR-26,Manual,HatchBack,323000
1808,Maruti Swift Dzire,2015,73002,2,PETROL,DL-1C,Automatic,Sedan,513000
1809,Maruti Alto K10,2018,47248,1,PETROL,PB-19,Manual,HatchBack,375000
1810,Maruti Swift,2019,44954,1,DIESEL,KA-02,Automatic,HatchBack,810000
1811,Maruti Swift Dzire,2013,99860,1,DIESEL,AP-13,Manual,Sedan,444000
1812,Maruti Alto K10,2015,29293,1,PETROL,DL-3C,Automatic,HatchBack,343000
1813,Maruti Celerio,2014,99227,1,PETROL,KA-50,Automatic,HatchBack,372000
1814,Toyota YARIS,2018,64638,1,PETROL,GJ-01,Automatic,Sedan,748000
1815,Maruti Baleno,2018,15063,1,PETROL,BR-01,Manual,HatchBack,601000
1816,Maruti Alto,2019,51964,1,CNG,DL-12,Manual,HatchBack,389000
1817,Honda Jazz,2015,55145,1,PETROL,KA-09,Automatic,HatchBack,587000
1818,Toyota YARIS,2018,90619,1,PETROL,PB-08,Manual,Sedan,700000
1819,Maruti Swift,2011,56317,1,PETROL,KA-02,Manual,HatchBack,394000
1820,Hyundai AURA,2021,76506,2,PETROL,MH-14,Automatic,Sedan,877000
1821,Mahindra TUV300,2019,70065,1,DIESEL,TS-08,Manual,SUV,809000
1822,Honda Brio,2018,14382,2,PETROL,GJ-01,Manual,HatchBack,508000
1823,Hyundai Verna,2020,17216,1,PETROL,MH-12,Automatic,Sedan,952000
1824,Hyundai Elite i20,2015,59470,1,PETROL,KA-05,Manual,HatchBack,658000
1825,Maruti Celerio,2014,23915,1,PETROL,KA-51,Automatic,HatchBack,440000
1826,Maruti Swift,2012,39155,1,PETROL,MH-12,Manual,HatchBack,397000
1827,Maruti Celerio,2017,87814,2,PETROL,KL-43,Automatic,HatchBack,456000
1828,Ford Ecosport,2019,18014,2,CNG,MH-04,Manual,SUV,823000
1829,Maruti Alto,2021,37400,1,CNG,MH-05,Manual,HatchBack,451000
1830,Honda City,2016,88437,1,CNG,DL-1C,Manual,Sedan,651000
1831,Honda Jazz,2019,36785,2,PETROL,UP-16,Manual,HatchBack,639000
1832,Hyundai Grand i10,2018,74256,1,PETROL,GJ-18,Manual,HatchBack,463000
1833,Maruti Celerio X,2018,63618,1,PETROL,KA-05,Manual,HatchBack,523000
1834,Maruti Ciaz,2019,53713,1,DIESEL,DL-10,Manual,Sedan,714000
1835,Honda Amaze,2018,43353,1,PETROL,KA-05,Automatic,Sedan,1298000
1836,Maruti Baleno,2018,60525,1,PETROL,HR-13,Manual,HatchBack,527000
1837,Ford Ecosport,2019,51442,1,PETROL,CH-01,Automatic,SUV,778000
1838,Honda Amaze,2016,111247,2,PETROL,,Manual,Sedan,460000
1839,Hyundai Elite i20,2019,40424,1,PETROL,TS-07,Manual,HatchBack,727000
1840,Maruti Baleno,2016,38385,1,PETROL,DL-2C,Manual,HatchBack,513000
1841,Maruti Dzire,2021,76725,1,PETROL,WB-02,Manual,Sedan,336000
1842,Honda City,2015,81098,1,PETROL,KA-25,Manual,Sedan,687000
1843,Volkswagen Polo,2016,81009,3,DIESEL,TN-69,Manual,HatchBack,620000
1844,Maruti Baleno,2017,78928,2,PETROL,GJ-05,Manual,HatchBack,491000
1845,Hyundai Verna,2017,59949,1,PETROL,GJ-01,Manual,Sedan,681800
1846,Honda City,2014,77192,1,PETROL,HR-26,Manual,Sedan,496000
1847,Maruti S PRESSO,2019,93516,1,PETROL,RJ-47,Manual,HatchBack,371000
1848,Volkswagen Ameo,2016,64851,2,PETROL,UP-14,Manual,Sedan,411000
1849,Maruti Wagon R 1.0,2013,46225,1,PETROL,MH-12,Manual,HatchBack,343000
1850,Maruti Swift,2017,124644,1,DIESEL,UP-16,Manual,HatchBack,486000
1851,Renault Duster,2015,73259,2,DIESEL,TN-23,Manual,SUV,555000
1852,Honda Amaze,2019,22382,1,PETROL,DL-3C,Manual,Sedan,662000
1853,Renault Kwid,2018,18334,2,PETROL,MH-05,Automatic,HatchBack,420000
1854,Hyundai Creta,2018,68036,1,PETROL,DL-1C,Automatic,SUV,991000
1855,Honda Jazz,2016,62526,1,CNG,HR-29,Manual,HatchBack,552000
1856,Honda Amaze,2014,57121,1,PETROL,MH-02,Manual,Sedan,375000
1857,Maruti Ciaz,2021,20730,1,PETROL,HR-30,Manual,Sedan,800000
1858,Maruti Alto 800,2014,24027,1,PETROL,MH-02,Manual,HatchBack,211000
1859,Renault Kwid,2018,57389,1,PETROL,DL-1C,Manual,HatchBack,345000
1860,Maruti Dzire,2017,12324,1,PETROL,DL-2C,Manual,Sedan,565000
1861,Honda City,2019,10242,1,PETROL,KA-42,Automatic,Sedan,1009000
1862,Hyundai Creta,2019,52076,1,PETROL,UP-32,Manual,SUV,945000
1863,Maruti S PRESSO,2020,21656,1,PETROL,GJ-04,Manual,HatchBack,414000
1864,Hyundai Elite i20,2019,71277,1,PETROL,TS-08,Manual,HatchBack,682000
1865,Maruti Ciaz,2022,76165,1,DIESEL,TN-04,Automatic,Sedan,932000
1866,Maruti Swift,2013,61249,1,PETROL,GJ-01,Manual,HatchBack,402000
1867,Skoda Octavia,2017,125006,1,DIESEL,MH-04,Automatic,Lux_sedan,1267000
1868,Honda Amaze,2019,17763,1,PETROL,DL-3C,Manual,Sedan,397000
1869,Tata NEXON,2021,24093,1,PETROL,HR-98,Manual,SUV,941000
1870,Maruti Alto K10,2019,56506,1,CNG,HR-26,Manual,HatchBack,378000
1871,Hyundai Creta,2016,87976,1,PETROL,DL-8C,Manual,SUV,776000
1872,Renault Kwid,2019,11722,1,PETROL,TN-11,Manual,HatchBack,403000
1873,Maruti Swift,2019,64660,1,PETROL,TN-07,Manual,HatchBack,641000
1874,Hyundai NEW SANTRO,2022,25586,1,CNG,UP-32,Manual,HatchBack,564000
1875,Maruti S PRESSO,2021,25844,1,PETROL,UP-32,Manual,HatchBack,426000
1876,Honda City,2015,96488,2,PETROL,KA-12,Manual,Sedan,520000
1877,Maruti Celerio,2018,23079,2,PETROL,KA-51,Manual,HatchBack,493000
1878,Maruti Swift Dzire,2010,80183,3,PETROL,MH-04,Manual,Sedan,287000
1879,Hyundai Elite i20,2018,27933,1,PETROL,MH-01,Manual,HatchBack,628000
1880,Maruti Celerio,2017,35381,1,PETROL,HR-26,Automatic,HatchBack,480000
1881,Maruti Dzire,2017,84712,1,PETROL,HR-26,Manual,Sedan,508000
1882,Maruti Ciaz,2015,75168,3,DIESEL,TN-01,Manual,Sedan,395000
1883,Ford Ecosport,2018,73059,1,DIESEL,PB-10,Manual,SUV,676000
1884,Toyota Etios Liva,2013,84319,2,DIESEL,KA-05,Manual,HatchBack,435000
1885,Renault Kwid,2021,24619,2,PETROL,TN-14,Automatic,HatchBack,531000
1886,Maruti Alto 800,2017,44990,2,PETROL,TS-07,Manual,HatchBack,300000
1887,Hyundai Elite i20,2018,97326,1,PETROL,TN-11,Manual,HatchBack,601000
1888,Hyundai Elite i20,2016,51264,2,PETROL,MH-05,Manual,HatchBack,550000
1889,Hyundai Verna,2012,105524,2,CNG,HR-26,Manual,Sedan,335600
1890,Maruti Celerio,2021,17929,1,PETROL,TS-08,Manual,HatchBack,533000
1891,Hyundai i10,2014,45798,1,PETROL,KA-19,Manual,HatchBack,333000
1892,Maruti Wagon R 1.0,2015,27588,1,PETROL,MP-19,Manual,HatchBack,372000
1893,Hyundai Verna,2016,65780,1,PETROL,TS-07,Manual,Sedan,643000
1894,Renault TRIBER,2020,25264,2,PETROL,MH-12,Automatic,SUV,673000
1895,Maruti Swift,2014,113521,1,PETROL,,Manual,HatchBack,488000
1896,Maruti Celerio,2017,66709,1,CNG,MH-43,Manual,HatchBack,460000
1897,Hyundai Creta,2019,54683,1,PETROL,DL-12,Automatic,SUV,1186000
1898,Renault Kwid,2019,47008,1,PETROL,MH-12,Manual,HatchBack,407000
1899,Tata NEXON,2021,21344,1,DIESEL,BR-06,Manual,SUV,849000
1900,Hyundai Creta,2019,80459,1,DIESEL,UP-14,Automatic,SUV,1100000
1901,Renault Duster,2020,49264,1,PETROL,TN-29,Automatic,SUV,972000
1902,Hyundai Elite i20,2019,49409,1,PETROL,UP-32,Manual,HatchBack,593000
1903,Toyota YARIS,2021,86630,2,PETROL,DL-9C,Manual,Sedan,431000
1904,Hyundai i10,2012,35101,3,PETROL,KL-07,Automatic,HatchBack,348000
1905,Ford FREESTYLE,2018,34380,1,PETROL,KA-05,Manual,SUV,653000
1906,Maruti Vitara Brezza,2019,77461,1,DIESEL,TN-74,Manual,SUV,803000
1907,Tata NEXON,2018,59599,1,DIESEL,HR-36,Manual,SUV,657000
1908,Hyundai i10,2011,70117,2,PETROL,MH-12,Manual,HatchBack,245000
1909,Maruti Wagon R 1.0,2018,52286,1,PETROL,UP-42,Manual,HatchBack,391000
1910,Hyundai Elite i20,2016,54708,1,PETROL,TS-08,Manual,HatchBack,694000
1911,Maruti Ciaz,2017,104073,2,PETROL,,Manual,Sedan,623000
1912,Hyundai Grand i10,2017,36405,1,PETROL,UP-32,Automatic,HatchBack,542000
1913,Hyundai Eon,2015,82273,1,PETROL,MH-12,Manual,HatchBack,271000
1914,Honda City,2018,47802,1,PETROL,MH-14,Automatic,Sedan,934000
1915,Maruti Alto K10,2018,66802,1,PETROL,GJ-01,Manual,HatchBack,342000
1916,Maruti Celerio,2019,89573,1,CNG,MH-14,Manual,HatchBack,501700
1917,Maruti Dzire,2018,56873,1,PETROL,UP-16,Manual,Sedan,317000
1918,Maruti Dzire,2017,79240,1,DIESEL,MH-14,Automatic,Sedan,771000
1919,Datsun Redi Go,2018,37399,1,PETROL,HR-51,Automatic,HatchBack,388000
1920,Maruti Baleno,2018,52948,1,DIESEL,HR-29,Manual,HatchBack,581000
1921,Renault Kwid,2018,96475,1,PETROL,TS-29,Manual,HatchBack,373000
1922,Maruti Swift Dzire,2013,50493,1,PETROL,MH-01,Manual,Sedan,417000
1923,Maruti Swift,2015,92777,1,DIESEL,WB-24,Manual,HatchBack,389000
1924,Maruti A Star,2011,56992,1,PETROL,RJ-14,Automatic,HatchBack,269000
1925,Volkswagen Polo,2012,99913,1,DIESEL,MH-01,Manual,HatchBack,306000
1926,Maruti Baleno,2019,29679,1,PETROL,UP-14,Manual,HatchBack,639000
1927,Hyundai NEW SANTRO,2019,68865,1,CNG,DL-3C,Manual,HatchBack,478000
1928,Nissan MAGNITE,2021,16936,1,PETROL,MH-04,Manual,SUV,739000
1929,Maruti Alto,2012,64934,2,PETROL,AP-11,Manual,HatchBack,205000
1930,Maruti Baleno,2017,54407,1,PETROL,HR-26,Manual,HatchBack,564000
1931,Maruti Swift Dzire,2012,48563,2,PETROL,GJ-06,Manual,Sedan,578000
1932,Maruti Ciaz,2016,56282,1,PETROL,DL-2C,Manual,Sedan,618000
1933,Maruti New Wagon-R,2019,21779,1,CNG,DL-2C,Manual,HatchBack,576000
1934,Toyota Glanza,2021,58508,1,PETROL,RJ-23,Manual,HatchBack,708000
1935,Hyundai Grand i10,2015,54592,1,PETROL,KA-05,Manual,HatchBack,512000
1936,Mahindra Thar,2017,63510,1,DIESEL,UP-16,Manual,SUV,685000
1937,Hyundai NEW SANTRO,2018,70698,1,PETROL,MP-09,Manual,HatchBack,514000
1938,Renault Kwid,2021,15512,2,PETROL,KA-51,Manual,HatchBack,467000
1939,Mahindra Kuv100,2016,90022,1,PETROL,MH-20,Manual,SUV,366000
1940,Hyundai NEW I20,2022,7271,1,PETROL,CH-01,Manual,HatchBack,938000
1941,Tata Tiago,2018,91442,1,PETROL,GJ-01,Automatic,HatchBack,498000
1942,Volkswagen Polo,2018,56919,1,PETROL,TS-04,Manual,HatchBack,623000
1943,Maruti Celerio,2018,117924,1,PETROL,,Automatic,HatchBack,495000
1944,Datsun Go,2019,25591,1,PETROL,MP-41,Manual,HatchBack,420000
1945,Renault Duster,2014,52550,1,DIESEL,MH-02,Manual,SUV,625000
1946,Maruti Celerio,2017,22308,2,PETROL,KA-05,Automatic,HatchBack,478000
1947,Tata Tiago,2019,13083,2,PETROL,TS-07,Manual,HatchBack,611000
1948,Maruti Wagon R 1.0,2016,91935,1,PETROL,TS-07,Manual,HatchBack,407000
1949,Hyundai Grand i10,2019,34005,1,PETROL,GJ-01,Manual,HatchBack,566000
1950,Hyundai Grand i10,2015,35537,3,PETROL,RJ-14,Automatic,HatchBack,422000
1951,Renault Kwid,2019,26039,1,PETROL,KA-50,Manual,HatchBack,472000
1952,Maruti New Wagon-R,2020,64212,1,CNG,TS-07,Manual,HatchBack,592000
1953,Tata NEXON,2021,3948,1,PETROL,GJ-38,Automatic,SUV,952000
1954,Maruti Ciaz,2021,95356,2,PETROL,WB-08,Manual,Sedan,345000
1955,Maruti Ciaz,2020,68433,1,PETROL,PB-91,Manual,Sedan,714000
1956,Hyundai Elite i20,2015,94059,2,PETROL,MH-46,Manual,HatchBack,497000
1957,Hyundai New Elantra,2019,37428,2,PETROL,GJ-18,Automatic,Lux_sedan,1539000
1958,Maruti Alto K10,2013,85808,1,PETROL,KL-22,Manual,HatchBack,243000
1959,Maruti Wagon R 1.0,2016,64642,1,PETROL,DL-2C,Manual,HatchBack,359000
1960,Maruti New Wagon-R,2021,61651,1,CNG,MH-05,Manual,HatchBack,558000
1961,Hyundai i10,2012,21063,1,PETROL,UP-14,Manual,HatchBack,257000
1962,Hyundai NEW SANTRO,2020,38751,1,CNG,MH-12,Manual,HatchBack,573000
1963,Hyundai Elite i20,2019,18784,1,PETROL,MH-14,Manual,HatchBack,711000
1964,Nissan Micra,2017,31476,1,PETROL,KA-03,Automatic,HatchBack,545000
1965,Honda WR-V,2017,30033,1,PETROL,TN-06,Manual,SUV,798000
1966,Toyota YARIS,2018,18326,1,PETROL,PB-70,Manual,Sedan,733000
1967,Datsun Redi Go,2017,29220,1,PETROL,PB-10,Manual,HatchBack,219000
1968,Maruti Alto K10,2012,92682,2,PETROL,KL-02,Manual,HatchBack,206000
1969,Renault Kwid,2016,48652,2,PETROL,TS-07,Manual,HatchBack,299000
1970,Mahindra XUV500,2018,83294,2,DIESEL,HR-26,Manual,Lux_SUV,1086000
1971,Maruti Dzire,2017,78566,1,PETROL,TS-08,Automatic,Sedan,726000
1972,Tata Tiago,2017,51405,3,PETROL,KA-19,Manual,HatchBack,423000
1973,Maruti Baleno,2016,34820,2,CNG,MH-14,Automatic,HatchBack,610000
1974,Mahindra BOLERO NEO,2021,63146,1,DIESEL,UP-32,Manual,SUV,833000
1975,Hyundai NEW SANTRO,2018,76855,2,PETROL,KA-05,Automatic,HatchBack,499000
1976,Renault Kiger,2021,13808,1,PETROL,TN-03,Manual,HatchBack,837000
1977,Maruti IGNIS,2019,30098,1,PETROL,TN-09,Manual,HatchBack,539000
1978,Honda City,2017,69587,1,PETROL,KA-05,Manual,Sedan,680000
1979,Maruti Baleno,2016,62894,2,PETROL,KA-51,Automatic,HatchBack,602000
1980,Maruti Celerio,2016,30940,2,PETROL,MH-47,Automatic,HatchBack,336000
1981,Honda WR-V,2017,71649,1,DIESEL,MH-12,Manual,SUV,809000
1982,Ford Ecosport,2018,59589,1,DIESEL,MH-47,Manual,SUV,794000
1983,Honda City,2020,102002,1,DIESEL,TN-73,Manual,Sedan,478700
1984,Honda City,2021,33789,1,PETROL,UP-16,Automatic,Sedan,1387000
1985,Honda Jazz,2018,29151,2,PETROL,GJ-01,Manual,HatchBack,513000
1986,Volkswagen Polo,2016,81031,1,PETROL,UP-32,Manual,HatchBack,378000
1987,Maruti Wagon R 1.0,2017,55676,2,PETROL,TN-01,Manual,HatchBack,423000
1988,Maruti Celerio,2017,120703,2,PETROL,,Automatic,HatchBack,407000
1989,Maruti Swift,2021,42516,1,PETROL,TN-85,Manual,HatchBack,660000
1990,Datsun Go Plus,2018,23154,1,PETROL,TN-56,Manual,HatchBack,414000
1991,Renault Kwid,2019,38825,1,PETROL,WB-02,Manual,HatchBack,392000
1992,Hyundai GRAND I10 NIOS,2021,50380,1,CNG,DL-9C,Manual,HatchBack,644000
1993,Toyota YARIS,2018,17875,2,PETROL,KA-42,Manual,Sedan,1015000
1994,Hyundai Grand i10,2016,56022,1,PETROL,TS-07,Manual,HatchBack,502000
1995,Hyundai Creta,2019,48657,1,PETROL,HR-26,Manual,SUV,1007000
1996,Maruti Dzire,2019,22797,1,PETROL,UP-78,Manual,Sedan,782000
1997,Maruti Wagon R 1.0,2015,74759,1,PETROL,MH-05,Manual,HatchBack,342000
1998,Hyundai i10,2010,62726,1,PETROL,KA-03,Manual,HatchBack,276000
1999,Maruti Baleno,2018,29314,1,PETROL,WB-02,Manual,HatchBack,523000
2000,Maruti Swift,2012,51873,2,PETROL,GJ-06,Manual,HatchBack,367000
2001,Maruti Alto K10,2015,46499,2,PETROL,PB-09,Manual,HatchBack,261000
2002,Maruti Wagon R 1.0,2016,40561,2,CNG,MH-46,Automatic,HatchBack,379000
2003,Honda City,2014,50161,1,PETROL,WB-02,Manual,Sedan,408000
2004,Maruti Vitara Brezza,2018,89047,1,DIESEL,HR-26,Manual,SUV,574000
2005,Maruti Celerio,2019,30109,2,PETROL,TN-14,Automatic,HatchBack,492000
2006,Maruti Swift Dzire,2014,24316,1,PETROL,TN-22,Manual,Sedan,760000
2007,Honda City,2019,68382,1,PETROL,CH-01,Manual,Sedan,565000
2008,Honda WR-V,2018,13826,2,PETROL,MH-01,Manual,SUV,711000
2009,Hyundai Verna,2017,109832,2,PETROL,,Manual,Sedan,525000
2010,Maruti New Wagon-R,2021,63818,1,CNG,HR-26,Manual,HatchBack,564200
2011,Hyundai i20,2013,91983,2,PETROL,DL-3C,Manual,HatchBack,297000
2012,Hyundai Grand i10,2015,40751,1,PETROL,KA-51,Manual,HatchBack,524000
2013,Skoda Rapid,2017,104774,1,DIESEL,UP-32,Manual,Sedan,687800
2014,KIA SONET,2020,56330,1,PETROL,TS-08,Automatic,SUV,1138000
2015,Maruti Alto,2021,14771,1,PETROL,KA-03,Manual,HatchBack,463000
2016,Hyundai NEW I20,2021,51220,1,PETROL,MH-06,Manual,HatchBack,814000
2017,Tata Tiago,2017,46667,2,PETROL,TN-13,Automatic,HatchBack,488000
2018,Maruti Swift Dzire,2017,54838,1,PETROL,MH-01,Manual,Sedan,348000
2019,Hyundai i10,2012,75621,1,PETROL,UP-16,Manual,HatchBack,253000
2020,Maruti Alto K10,2018,3504,1,PETROL,MH-03,Manual,HatchBack,366000
2021,Maruti Wagon R 1.0,2013,46873,1,PETROL,WB-02,Manual,HatchBack,216000
2022,Maruti Swift Dzire,2015,37158,1,PETROL,UP-16,Automatic,Sedan,712000
2023,Hyundai Grand i10,2015,43785,1,PETROL,HR-30,Manual,HatchBack,378000
2024,Hyundai Grand i10,2016,22977,1,PETROL,KA-51,Manual,HatchBack,527000
2025,Maruti S PRESSO,2022,10592,1,PETROL,PB-08,Manual,HatchBack,469000
2026,Maruti Alto K10,2015,46720,2,PETROL,KA-03,Manual,HatchBack,334000
2027,Maruti Swift Dzire,2013,51515,1,PETROL,UP-14,Manual,Sedan,357000
2028,Honda Jazz,2021,7171,1,PETROL,MH-14,Manual,HatchBack,860000
2029,Maruti Vitara Brezza,2019,54125,2,DIESEL,HR-26,Automatic,SUV,746000
2030,Hyundai Elite i20,2016,53789,1,PETROL,KA-53,Manual,HatchBack,706000
2031,Honda City,2018,36212,1,PETROL,GJ-02,Automatic,Sedan,1186000
2032,Hyundai Creta,2022,2747,1,PETROL,BR-01,Manual,SUV,1150000
2033,Maruti Dzire,2019,24495,2,PETROL,DL-2C,Manual,Sedan,593000
2034,Maruti Ciaz,2018,50946,2,PETROL,HR-26,Manual,Sedan,659000
2035,Maruti Swift Dzire,2012,57606,1,DIESEL,MH-03,Manual,Sedan,860000
2036,Maruti Baleno,2020,63060,1,PETROL,GJ-06,Manual,HatchBack,605000
2037,Maruti Swift,2013,43278,1,PETROL,GJ-06,Manual,HatchBack,402000
2038,Maruti New Wagon-R,2019,90671,1,CNG,HR-29,Manual,HatchBack,476000
